protein_id,protein_name,cellular_location,immunogenicity_score,base_score
ENSP00000175886,ENSG00000175886 protein,,0.05,0.0
ENSP00000175893,ZDHHC21 protein,membrane,0.9400000000000001,0.79
ENSP00000175894,TSPEAR protein,membrane,0.81,0.76
ENSP00000175895,PLEKHF2 protein,membrane,0.97,0.82
ENSP00000175899,A2M protein,secreted,0.86,0.71
ENSP00000175906,ARL4D protein,membrane,1.0,0.93
ENSP00000175920,DOK7 protein,nucleus,0.52,0.47
ENSP00000175928,LRRN1 protein,secreted,0.7299999999999999,0.6299999999999999
ENSP00000175931,UBE2O protein,nucleus,0.61,0.51
ENSP00000175938,ORAI3 protein,membrane,0.88,0.78
ENSP00000175946,ENSG00000175946 protein,,0.05,0.0
ENSP00000175967,ENSG00000175967 protein,,0.05,0.0
ENSP00000175970,UNC119B protein,cytoplasm,0.7,0.6
ENSP00000175984,DENND2C protein,nucleus,0.57,0.47
ENSP00000175985,ENSG00000175985 protein,,0.05,0.0
ENSP00000176007,ENSG00000176007 protein,,0.03,0.0
ENSP00000176009,ASCL3 protein,nucleus,0.45,0.45
ENSP00000176014,TUBB6 protein,cytoplasm,0.69,0.59
ENSP00000176018,LYSMD3 protein,membrane,1.0,0.89
ENSP00000176020,AMIGO3 protein,membrane,0.89,0.89
ENSP00000176022,B3GALT6 protein,membrane,0.85,0.75
ENSP00000176024,ZNF613 protein,nucleus,0.52,0.42
ENSP00000176029,ENSG00000176029 protein,,0.05,0.0
ENSP00000176040,TMPRSS7 protein,membrane,0.9800000000000001,0.93
ENSP00000176043,ENSG00000176043 protein,,0.05,0.0
ENSP00000176046,NUPR1 protein,nucleus,0.67,0.5700000000000001
ENSP00000176049,JAKMIP2 protein,membrane,0.99,0.94
ENSP00000176054,ENSG00000176054 protein,,0.05,0.0
ENSP00000176055,MBLAC2 protein,membrane,1.0,0.9
ENSP00000176058,TPRN protein,nucleus,0.61,0.46
ENSP00000176076,KCNE5 protein,membrane,0.81,0.76
ENSP00000176083,ZNF683 protein,nucleus,0.45999999999999996,0.41
ENSP00000176087,SLC35A4 protein,membrane,1.0,0.92
ENSP00000176092,ENSG00000176092 protein,,0.1,0.0
ENSP00000176095,IP6K1 protein,nucleus,0.54,0.44
ENSP00000176101,SSNA1 protein,cytoplasm,0.73,0.58
ENSP00000176102,CSTF3 protein,nucleus,0.58,0.48
ENSP00000176105,YES1 protein,cytoplasm,0.78,0.63
ENSP00000176108,CHMP6 protein,membrane,0.99,0.89
ENSP00000176115,ENSG00000176115 protein,,0.0,0.0
ENSP00000176124,ENSG00000176124 protein,,0.1,0.0
ENSP00000176125,UFSP1 protein,cytoplasm,0.72,0.6699999999999999
ENSP00000176134,ENSG00000176134 protein,,0.0,0.0
ENSP00000176136,MC5R protein,membrane,0.89,0.89
ENSP00000176142,TMEM39A protein,membrane,1.0,0.86
ENSP00000176148,TCP11L1 protein,cytoplasm,0.7699999999999999,0.6699999999999999
ENSP00000176153,GPX2 protein,cytoplasm,0.84,0.69
ENSP00000176155,CCDC57 protein,cytoplasm,0.62,0.52
ENSP00000176160,HSF5 protein,nucleus,0.49,0.44
ENSP00000176165,FOXG1 protein,nucleus,0.6000000000000001,0.55
ENSP00000176170,SPHK1 protein,membrane,0.88,0.78
ENSP00000176171,BNIP3 protein,mitochondria,0.39,0.29
ENSP00000176177,ENTHD1 protein,membrane,0.8,0.75
ENSP00000176182,MYPOP protein,nucleus,0.63,0.53
ENSP00000176183,ENSG00000176183 protein,,0.0,0.0
ENSP00000176194,CIDEA protein,mitochondria,0.35,0.25
ENSP00000176198,OR11H4 protein,membrane,0.75,0.75
ENSP00000176200,OR4D11 protein,membrane,0.8200000000000001,0.79
ENSP00000176204,LRRTM4 protein,membrane,0.88,0.83
ENSP00000176208,ATAD5 protein,nucleus,0.53,0.43
ENSP00000176209,SMIM19 protein,membrane,1.0,0.93
ENSP00000176219,OR11H6 protein,membrane,0.8099999999999999,0.8099999999999999
ENSP00000176222,ZNF404 protein,nucleus,0.54,0.44
ENSP00000176225,RTTN protein,cytoplasm,0.6,0.5
ENSP00000176230,OR4K17 protein,membrane,0.93,0.9
ENSP00000176231,OR10H4 protein,membrane,0.79,0.76
ENSP00000176232,ENSG00000176232 protein,,0.03,0.0
ENSP00000176236,ENSG00000176236 protein,,0.05,0.0
ENSP00000176239,OR51B6 protein,membrane,0.91,0.88
ENSP00000176243,ENSG00000176243 protein,,0.0,0.0
ENSP00000176244,ENSG00000176244 protein,,0.1,0.0
ENSP00000176246,OR4L1 protein,membrane,0.75,0.75
ENSP00000176248,ANAPC2 protein,nucleus,0.8300000000000001,0.53
ENSP00000176253,OR4K13 protein,membrane,0.87,0.87
ENSP00000176256,HMGB4 protein,nucleus,0.56,0.56
ENSP00000176261,ZBTB8OS protein,nucleus,0.61,0.51
ENSP00000176268,ENSG00000176268 protein,,0.05,0.0
ENSP00000176269,OR4F21 protein,membrane,0.76,0.76
ENSP00000176273,SLC35G1 protein,membrane,0.88,0.78
ENSP00000176281,OR4K5 protein,membrane,0.9600000000000001,0.93
ENSP00000176289,ENSG00000176289 protein,,0.05,0.0
ENSP00000176290,ENSG00000176290 protein,,0.03,0.0
ENSP00000176293,ZNF135 protein,nucleus,0.58,0.48
ENSP00000176294,OR4N2 protein,membrane,0.87,0.84
ENSP00000176299,OR4M1 protein,membrane,0.9,0.87
ENSP00000176302,FOXR1 protein,nucleus,0.44,0.44
ENSP00000176312,ENSG00000176312 protein,,0.0,0.0
ENSP00000176318,ENSG00000176318 protein,,0.0,0.0
ENSP00000176320,ENSG00000176320 protein,,0.05,0.0
ENSP00000176340,COX8A protein,mitochondria,0.41000000000000003,0.26
ENSP00000176343,ENSG00000176343 protein,,0.05,0.0
ENSP00000176349,ENSG00000176349 protein,,0.0,0.0
ENSP00000176358,TAC4 protein,secreted,0.81,0.76
ENSP00000176371,ZSCAN2 protein,nucleus,0.6,0.5
ENSP00000176378,ENSG00000176378 protein,,0.03,0.0
ENSP00000176381,ENSG00000176381 protein,,0.05,0.0
ENSP00000176383,B3GNT4 protein,membrane,0.87,0.82
ENSP00000176386,CDC26 protein,nucleus,0.59,0.49
ENSP00000176387,HSD11B2 protein,membrane,1.0,0.92
ENSP00000176390,CRLF3 protein,cytoplasm,0.7799999999999999,0.6799999999999999
ENSP00000176393,RNPEP protein,secreted,0.76,0.61
ENSP00000176396,EID2 protein,nucleus,0.52,0.42
ENSP00000176399,DMRTA1 protein,nucleus,0.66,0.56
ENSP00000176401,EID2B protein,nucleus,0.6200000000000001,0.5700000000000001
ENSP00000176402,GJC3 protein,membrane,0.9400000000000001,0.89
ENSP00000176406,RIMS2 protein,membrane,0.9,0.85
ENSP00000176407,KCMF1 protein,membrane,1.0,0.93
ENSP00000176410,DNAJC30 protein,mitochondria,0.47,0.37
ENSP00000176422,SPRYD4 protein,nucleus,0.6,0.5
ENSP00000176428,VPS37D protein,membrane,0.8,0.75
ENSP00000176435,CLEC14A protein,membrane,0.9199999999999999,0.82
ENSP00000176438,SYNE3 protein,membrane,0.87,0.77
ENSP00000176444,CLK2 protein,nucleus,0.54,0.44
ENSP00000176454,LPCAT4 protein,membrane,0.98,0.83
ENSP00000176463,SLCO3A1 protein,membrane,1.0,0.9
ENSP00000176472,ZNF575 protein,nucleus,0.51,0.41
ENSP00000176473,ENSG00000176473 protein,,0.1,0.0
ENSP00000176476,SGF29 protein,nucleus,0.58,0.48
ENSP00000176485,PLAAT3 protein,membrane,1.0,0.9
ENSP00000176490,DIRAS1 protein,membrane,0.8400000000000001,0.79
ENSP00000176495,OR5AN1 protein,membrane,0.93,0.93
ENSP00000176510,ENSG00000176510 protein,,0.0,0.0
ENSP00000176515,ENSG00000176515 protein,,0.0,0.0
ENSP00000176531,ENSG00000176531 protein,,0.1,0.0
ENSP00000176532,ENSG00000176532 protein,,0.15,0.0
ENSP00000176533,GNG7 protein,membrane,0.85,0.75
ENSP00000176540,OR4C5 protein,membrane,0.9,0.87
ENSP00000176542,USF3 protein,nucleus,0.68,0.53
ENSP00000176547,OR4C3 protein,membrane,0.76,0.76
ENSP00000176555,OR4S1 protein,membrane,0.84,0.8099999999999999
ENSP00000176563,CNTD1 protein,nucleus,0.52,0.42
ENSP00000176566,DCAF4L2 protein,,0.03,0.0
ENSP00000176567,OR4X1 protein,membrane,0.83,0.83
ENSP00000176571,ENSG00000176571 protein,,0.0,0.0
ENSP00000176584,ENSG00000176584 protein,,0.0,0.0
ENSP00000176593,ENSG00000176593 protein,,0.1,0.0
ENSP00000176595,ENSG00000176595 protein,,0.15,0.0
ENSP00000176597,B3GNT5 protein,membrane,1.0,0.9
ENSP00000176601,ENSG00000176601 protein,,0.05,0.0
ENSP00000176605,ENSG00000176605 protein,,0.03,0.0
ENSP00000176619,LMNB2 protein,nucleus,0.74,0.59
ENSP00000176623,RMDN1 protein,cytoplasm,0.65,0.5
ENSP00000176624,MEX3C protein,nucleus,0.61,0.51
ENSP00000176635,HORMAD2 protein,nucleus,0.51,0.51
ENSP00000176641,RNF152 protein,membrane,1.0,0.86
ENSP00000176654,ENSG00000176654 protein,,0.0,0.0
ENSP00000176658,MYO1D protein,membrane,1.0,0.9
ENSP00000176659,ENSG00000176659 protein,,0.05,0.0
ENSP00000176678,FOXL1 protein,nucleus,0.6799999999999999,0.58
ENSP00000176679,TGIF2LY protein,nucleus,0.5900000000000001,0.56
ENSP00000176681,LRRC37A protein,membrane,0.87,0.82
ENSP00000176692,FOXC2 protein,nucleus,0.6000000000000001,0.55
ENSP00000176695,OR4F17 protein,membrane,0.93,0.93
ENSP00000176697,BDNF protein,secreted,0.78,0.73
ENSP00000176700,ENSG00000176700 protein,,0.05,0.0
ENSP00000176714,ENSG00000176714 protein,,0.1,0.0
ENSP00000176715,ACSF3 protein,mitochondria,0.35,0.25
ENSP00000176716,ENSG00000176716 protein,,0.0,0.0
ENSP00000176720,BOK protein,membrane,0.9199999999999999,0.82
ENSP00000176723,ENSG00000176723 protein,,0.05,0.0
ENSP00000176728,TTTY14 protein,,0.1,0.0
ENSP00000176731,RBIS protein,nucleus,0.6799999999999999,0.58
ENSP00000176732,PFN4 protein,cytoplasm,0.74,0.69
ENSP00000176742,OR51V1 protein,membrane,0.88,0.85
ENSP00000176746,MAGEB6 protein,nucleus,0.7200000000000001,0.5700000000000001
ENSP00000176748,ENSG00000176748 protein,,0.03,0.0
ENSP00000176749,CDK5R1 protein,nucleus,0.67,0.5700000000000001
ENSP00000176752,ENSG00000176752 protein,,0.03,0.0
ENSP00000176753,ENSG00000176753 protein,,0.05,0.0
ENSP00000176754,ENSG00000176754 protein,,0.0,0.0
ENSP00000176761,ENSG00000176761 protein,,0.05,0.0
ENSP00000176769,TCERG1L protein,nucleus,0.5900000000000001,0.54
ENSP00000176771,NCKAP5 protein,cytoplasm,0.7,0.6
ENSP00000176774,MAGEB18 protein,nucleus,0.67,0.52
ENSP00000176782,DEFB104A protein,secreted,0.64,0.61
ENSP00000176783,RUFY1 protein,membrane,1.0,0.85
ENSP00000176787,OR52E2 protein,membrane,0.92,0.89
ENSP00000176788,BASP1 protein,nucleus,0.59,0.49
ENSP00000176797,DEFB103A protein,secreted,0.8099999999999999,0.7799999999999999
ENSP00000176798,OR51L1 protein,membrane,0.9,0.87
ENSP00000176809,LRRC37A3 protein,membrane,0.88,0.78
ENSP00000176812,ENSG00000176812 protein,,0.0,0.0
ENSP00000176826,ENSG00000176826 protein,,0.05,0.0
ENSP00000176834,VSIG10 protein,membrane,0.96,0.8099999999999999
ENSP00000176840,ENSG00000176840 protein,,0.05,0.0
ENSP00000176842,IRX5 protein,nucleus,0.54,0.49
ENSP00000176845,METRNL protein,secreted,1.0,0.72
ENSP00000176853,FAM91A1 protein,membrane,0.9400000000000001,0.79
ENSP00000176855,ENSG00000176855 protein,,0.05,0.0
ENSP00000176857,ENSG00000176857 protein,,0.0,0.0
ENSP00000176868,ENSG00000176868 protein,,0.03,0.0
ENSP00000176871,WSB2 protein,cytoplasm,0.82,0.6699999999999999
ENSP00000176882,ENSG00000176882 protein,,0.0,0.0
ENSP00000176884,GRIN1 protein,membrane,0.87,0.77
ENSP00000176887,SOX11 protein,nucleus,0.45,0.4
ENSP00000176890,TYMS protein,mitochondria,0.41000000000000003,0.31
ENSP00000176893,OR51G2 protein,membrane,0.87,0.87
ENSP00000176894,PXMP2 protein,membrane,0.88,0.78
ENSP00000176895,OR51A7 protein,membrane,0.91,0.88
ENSP00000176896,TCEANC protein,nucleus,0.79,0.49
ENSP00000176900,OR51T1 protein,membrane,0.91,0.91
ENSP00000176903,PNMA1 protein,nucleus,0.61,0.51
ENSP00000176904,ENSG00000176904 protein,,0.03,0.0
ENSP00000176907,TCIM protein,nucleus,0.6,0.45
ENSP00000176909,MAMSTR protein,nucleus,0.48,0.43
ENSP00000176912,ENSG00000176912 protein,,0.05,0.0
ENSP00000176915,ANKLE2 protein,membrane,0.97,0.82
ENSP00000176919,C8G protein,membrane,1.0,0.94
ENSP00000176920,FUT2 protein,membrane,1.0,0.87
ENSP00000176922,OR51S1 protein,membrane,0.9,0.87
ENSP00000176923,ENSG00000176923 protein,,0.03,0.0
ENSP00000176925,OR51F2 protein,membrane,0.88,0.85
ENSP00000176927,ENSG00000176927 protein,,0.1,0.0
ENSP00000176928,GCNT4 protein,membrane,0.98,0.88
ENSP00000176933,ENSG00000176933 protein,,0.05,0.0
ENSP00000176945,MUC20 protein,membrane,1.0,0.93
ENSP00000176946,THAP4 protein,nucleus,0.65,0.5
ENSP00000176951,ENSG00000176951 protein,,0.03,0.0
ENSP00000176953,NFATC2IP protein,nucleus,0.59,0.44
ENSP00000176956,LY6H protein,membrane,0.91,0.86
ENSP00000176970,ENSG00000176970 protein,,0.0,0.0
ENSP00000176971,FIBIN protein,membrane,0.96,0.86
ENSP00000176973,FAM89B protein,cytoplasm,0.6,0.5
ENSP00000176974,SHMT1 protein,cytoplasm,0.73,0.63
ENSP00000176978,DPP7 protein,membrane,1.0,0.85
ENSP00000176979,TRIM60 protein,cytoplasm,0.6,0.57
ENSP00000176984,ENSG00000176984 protein,,0.05,0.0
ENSP00000176986,SEC24C protein,membrane,0.97,0.82
ENSP00000176988,FMR1NB protein,membrane,0.88,0.88
ENSP00000176994,SMCR8 protein,nucleus,0.54,0.44
ENSP00000176998,ENSG00000176998 protein,,0.05,0.0
ENSP00000177000,MTHFR protein,cytoplasm,0.61,0.51
ENSP00000177023,DEFB104B protein,secreted,0.6699999999999999,0.6699999999999999
ENSP00000177025,C19orf18 protein,membrane,0.8400000000000001,0.79
ENSP00000177030,DEAF1 protein,nucleus,0.58,0.48
ENSP00000177034,MTX3 protein,mitochondria,0.4,0.3
ENSP00000177042,TMEM80 protein,membrane,0.94,0.84
ENSP00000177045,SIX5 protein,nucleus,0.6799999999999999,0.58
ENSP00000177047,IFNW1 protein,secreted,0.78,0.75
ENSP00000177051,ENSG00000177051 protein,,0.1,0.0
ENSP00000177054,ZDHHC13 protein,membrane,0.93,0.78
ENSP00000177058,SLC38A9 protein,membrane,0.95,0.85
ENSP00000177076,ACER2 protein,membrane,0.8999999999999999,0.7999999999999999
ENSP00000177082,WDR73 protein,cytoplasm,0.6599999999999999,0.5599999999999999
ENSP00000177084,POLE protein,nucleus,0.65,0.5
ENSP00000177096,PHETA2 protein,membrane,0.97,0.87
ENSP00000177098,SCN4B protein,membrane,0.87,0.77
ENSP00000177103,DSCAML1 protein,membrane,0.8200000000000001,0.77
ENSP00000177105,RHOG protein,membrane,0.92,0.77
ENSP00000177106,EPS8L2 protein,membrane,1.0,0.92
ENSP00000177108,ZDHHC22 protein,membrane,0.9600000000000001,0.91
ENSP00000177112,ENSG00000177112 protein,,0.05,0.0
ENSP00000177119,ANO6 protein,membrane,0.97,0.82
ENSP00000177125,ZBTB34 protein,nucleus,0.6799999999999999,0.58
ENSP00000177133,ENSG00000177133 protein,,0.05,0.0
ENSP00000177138,FAM9B protein,nucleus,0.42,0.42
ENSP00000177143,CETN1 protein,cytoplasm,0.72,0.69
ENSP00000177144,NUDT4B protein,cytoplasm,0.73,0.6799999999999999
ENSP00000177150,FAM210A protein,mitochondria,0.29999999999999993,0.1999999999999999
ENSP00000177151,OR2T35 protein,membrane,0.88,0.85
ENSP00000177156,TALDO1 protein,cytoplasm,0.74,0.59
ENSP00000177169,ULK1 protein,cytoplasm,0.64,0.54
ENSP00000177173,ENSG00000177173 protein,,0.05,0.0
ENSP00000177174,OR14C36 protein,membrane,0.91,0.88
ENSP00000177181,RIMKLA protein,cytoplasm,0.7,0.6
ENSP00000177182,CLVS1 protein,membrane,0.92,0.87
ENSP00000177186,OR2M7 protein,membrane,0.85,0.82
ENSP00000177189,RPS6KA3 protein,nucleus,0.7100000000000001,0.56
ENSP00000177191,B3GNT8 protein,membrane,0.87,0.77
ENSP00000177192,PUS1 protein,nucleus,0.64,0.54
ENSP00000177197,ENSG00000177197 protein,,0.05,0.0
ENSP00000177200,CHD9 protein,nucleus,0.7000000000000001,0.55
ENSP00000177201,OR2T12 protein,membrane,0.86,0.86
ENSP00000177202,SPACA4 protein,membrane,0.9600000000000001,0.91
ENSP00000177212,OR2T33 protein,membrane,0.75,0.75
ENSP00000177225,GATD1 protein,membrane,1.0,0.86
ENSP00000177233,ENSG00000177233 protein,,0.03,0.0
ENSP00000177234,ENSG00000177234 protein,,0.05,0.0
ENSP00000177238,TRIM72 protein,membrane,0.89,0.84
ENSP00000177239,MAN1B1 protein,membrane,0.98,0.83
ENSP00000177243,DEFB103B protein,secreted,0.78,0.75
ENSP00000177257,DEFB4B protein,secreted,0.72,0.72
ENSP00000177261,ENSG00000177261 protein,,0.03,0.0
ENSP00000177272,KCNA3 protein,membrane,0.8200000000000001,0.77
ENSP00000177275,OR2AJ1 protein,membrane,0.79,0.79
ENSP00000177283,FZD8 protein,membrane,1.0,0.92
ENSP00000177291,GJD4 protein,membrane,0.93,0.93
ENSP00000177294,FBXO39 protein,,0.05,0.0
ENSP00000177300,CLDN22 protein,membrane,0.85,0.82
ENSP00000177301,KCNA2 protein,membrane,0.99,0.94
ENSP00000177302,TOP3A protein,nucleus,0.67,0.5700000000000001
ENSP00000177303,CASKIN2 protein,cytoplasm,0.74,0.64
ENSP00000177306,ENSG00000177306 protein,,0.03,0.0
ENSP00000177311,ZBTB38 protein,nucleus,0.7100000000000001,0.56
ENSP00000177324,ENSG00000177324 protein,,0.0,0.0
ENSP00000177335,ENSG00000177335 protein,,0.05,0.0
ENSP00000177337,ENSG00000177337 protein,,0.1,0.0
ENSP00000177338,ENSG00000177338 protein,,0.05,0.0
ENSP00000177340,ENSG00000177340 protein,,0.05,0.0
ENSP00000177350,ENSG00000177350 protein,,0.05,0.0
ENSP00000177352,ENSG00000177352 protein,,0.1,0.0
ENSP00000177354,C10orf71 protein,cytoplasm,0.51,0.51
ENSP00000177359,ENSG00000177359 protein,,0.05,0.0
ENSP00000177363,LRRN4CL protein,membrane,0.95,0.85
ENSP00000177369,ENSG00000177369 protein,,0.05,0.0
ENSP00000177370,TIMM22 protein,mitochondria,0.41000000000000003,0.31
ENSP00000177374,HIC1 protein,nucleus,0.53,0.43
ENSP00000177380,PPFIA3 protein,cytoplasm,0.7599999999999999,0.6599999999999999
ENSP00000177383,MAGEF1 protein,nucleus,0.72,0.47
ENSP00000177398,UMODL1 protein,membrane,0.8,0.75
ENSP00000177400,ENSG00000177400 protein,,0.0,0.0
ENSP00000177406,ENSG00000177406 protein,,0.1,0.0
ENSP00000177409,SAMD9L protein,membrane,0.91,0.76
ENSP00000177410,ZFAS1 protein,nucleus,0.57,0.42
ENSP00000177414,UBE2U protein,,0.0,0.0
ENSP00000177418,ENSG00000177418 protein,,0.0,0.0
ENSP00000177425,PAWR protein,cytoplasm,0.79,0.64
ENSP00000177426,TGIF1 protein,nucleus,0.63,0.48
ENSP00000177427,MIEF2 protein,mitochondria,0.35,0.25
ENSP00000177432,NAP1L5 protein,nucleus,0.5,0.4
ENSP00000177447,ENSG00000177447 protein,,0.05,0.0
ENSP00000177452,ENSG00000177452 protein,,0.0,0.0
ENSP00000177453,ENSG00000177453 protein,,0.05,0.0
ENSP00000177455,CD19 protein,membrane,0.86,0.76
ENSP00000177459,ENSG00000177459 protein,,0.1,0.0
ENSP00000177462,OR2T8 protein,membrane,0.92,0.87
ENSP00000177463,NR2C2 protein,nucleus,0.66,0.51
ENSP00000177464,GPR4 protein,membrane,1.0,0.93
ENSP00000177465,ACOT4 protein,secreted,0.72,0.62
ENSP00000177468,OLIG3 protein,nucleus,0.5800000000000001,0.55
ENSP00000177469,CAVIN1 protein,membrane,0.91,0.76
ENSP00000177476,OR2G3 protein,membrane,0.81,0.78
ENSP00000177479,ARIH2 protein,nucleus,0.7100000000000001,0.56
ENSP00000177483,RBM44 protein,cytoplasm,0.73,0.6799999999999999
ENSP00000177485,ZBTB33 protein,nucleus,0.6900000000000001,0.54
ENSP00000177489,OR2G2 protein,membrane,0.93,0.9
ENSP00000177494,ZBED2 protein,nucleus,0.6000000000000001,0.55
ENSP00000177504,VCX2 protein,,0.0,0.0
ENSP00000177508,IRX3 protein,nucleus,0.6100000000000001,0.56
ENSP00000177511,ST8SIA3 protein,membrane,0.9700000000000001,0.92
ENSP00000177519,RPRM protein,cytoplasm,0.66,0.61
ENSP00000177535,OR2B11 protein,membrane,0.9700000000000001,0.92
ENSP00000177542,SLC25A22 protein,membrane,1.0,0.94
ENSP00000177548,RABEP2 protein,membrane,1.0,0.94
ENSP00000177551,NHLH2 protein,nucleus,0.45,0.4
ENSP00000177553,ENSG00000177553 protein,,0.03,0.0
ENSP00000177556,ATOX1 protein,cytoplasm,0.6,0.5
ENSP00000177558,FAM187B protein,membrane,0.93,0.93
ENSP00000177565,TBL1XR1 protein,nucleus,0.7200000000000001,0.5700000000000001
ENSP00000177570,SAMD12 protein,membrane,0.89,0.79
ENSP00000177575,CD163 protein,membrane,1.0,0.91
ENSP00000177576,C18orf32 protein,membrane,0.99,0.89
ENSP00000177586,ENSG00000177586 protein,,0.03,0.0
ENSP00000177590,ENSG00000177590 protein,,0.0,0.0
ENSP00000177595,PIDD1 protein,nucleus,0.5,0.4
ENSP00000177596,ENSG00000177596 protein,,0.0,0.0
ENSP00000177599,ZNF491 protein,nucleus,0.45999999999999996,0.41
ENSP00000177600,RPLP2 protein,cytoplasm,0.78,0.63
ENSP00000177602,HASPIN protein,nucleus,0.6,0.5
ENSP00000177606,JUN protein,nucleus,0.67,0.52
ENSP00000177613,CSTF2T protein,nucleus,0.59,0.49
ENSP00000177614,PGBD5 protein,nucleus,0.69,0.59
ENSP00000177627,ENSG00000177627 protein,,0.05,0.0
ENSP00000177628,GBA1 protein,membrane,0.91,0.76
ENSP00000177640,ENSG00000177640 protein,,0.1,0.0
ENSP00000177646,ACAD9 protein,mitochondria,0.44999999999999996,0.3
ENSP00000177663,IL17RA protein,membrane,0.94,0.84
ENSP00000177666,PNPLA2 protein,membrane,1.0,0.89
ENSP00000177669,MBOAT4 protein,membrane,0.9800000000000001,0.93
ENSP00000177673,TEX44 protein,cytoplasm,0.6,0.6
ENSP00000177674,AGTRAP protein,membrane,0.98,0.88
ENSP00000177675,CD163L1 protein,membrane,0.99,0.84
ENSP00000177679,SRRM3 protein,nucleus,0.49,0.44
ENSP00000177683,THAP5 protein,nucleus,0.69,0.59
ENSP00000177684,DEFB114 protein,secreted,0.76,0.73
ENSP00000177685,CRACR2B protein,cytoplasm,0.67,0.52
ENSP00000177688,SUMO4 protein,nucleus,0.53,0.48
ENSP00000177689,MAGEB10 protein,nucleus,0.6900000000000001,0.54
ENSP00000177692,ENSG00000177692 protein,,0.1,0.0
ENSP00000177693,OR4F4 protein,membrane,0.8,0.77
ENSP00000177694,NAALADL2 protein,membrane,0.97,0.87
ENSP00000177697,CD151 protein,membrane,0.9,0.75
ENSP00000177699,ENSG00000177699 protein,,0.05,0.0
ENSP00000177700,POLR2L protein,nucleus,0.6900000000000001,0.54
ENSP00000177706,FAM20C protein,membrane,0.94,0.84
ENSP00000177707,NECTIN3 protein,membrane,1.0,0.85
ENSP00000177710,SLC35G5 protein,membrane,0.9700000000000001,0.92
ENSP00000177721,ENSG00000177721 protein,,0.1,0.0
ENSP00000177725,ENSG00000177725 protein,,0.0,0.0
ENSP00000177728,TMEM94 protein,membrane,1.0,0.89
ENSP00000177731,FLII protein,cytoplasm,0.65,0.5
ENSP00000177732,SOX12 protein,nucleus,0.56,0.46
ENSP00000177733,HNRNPA0 protein,nucleus,0.59,0.44
ENSP00000177736,ENSG00000177736 protein,,0.0,0.0
ENSP00000177738,ENSG00000177738 protein,,0.1,0.0
ENSP00000177752,YIPF7 protein,membrane,0.88,0.83
ENSP00000177757,ENSG00000177757 protein,,0.05,0.0
ENSP00000177770,ENSG00000177770 protein,,0.0,0.0
ENSP00000177776,ENSG00000177776 protein,,0.0,0.0
ENSP00000177788,ENSG00000177788 protein,,0.1,0.0
ENSP00000177791,MYOZ1 protein,cytoplasm,0.74,0.69
ENSP00000177800,ENSG00000177800 protein,,0.0,0.0
ENSP00000177803,ENSG00000177803 protein,,0.0,0.0
ENSP00000177807,KCNJ10 protein,membrane,0.9800000000000001,0.93
ENSP00000177822,ENSG00000177822 protein,,0.05,0.0
ENSP00000177830,CHID1 protein,membrane,1.0,0.89
ENSP00000177839,PCDHB9 protein,membrane,0.9800000000000001,0.93
ENSP00000177842,ZNF620 protein,nucleus,0.6,0.5
ENSP00000177853,ZNF518A protein,nucleus,0.7000000000000001,0.55
ENSP00000177854,TMEM187 protein,membrane,0.89,0.79
ENSP00000177855,ENSG00000177855 protein,,0.05,0.0
ENSP00000177868,SVBP protein,cytoplasm,0.7799999999999999,0.6799999999999999
ENSP00000177873,ZNF619 protein,nucleus,0.57,0.47
ENSP00000177875,CCDC184 protein,cytoplasm,0.67,0.62
ENSP00000177879,AP3S1 protein,membrane,1.0,0.9
ENSP00000177885,GRB2 protein,membrane,0.93,0.78
ENSP00000177888,ZBTB41 protein,nucleus,0.66,0.56
